,idx,source,sentence,construction,pattern,DT,ADJ,NUMERAL,NOUN
8939,8940,mahowald,The newspaper reviewed a twenty incredible operas.,a twenty incredible operas,DT JJ CD NNS,an,incredible,twenty,operas
8940,8941,mahowald,The newspaper reviewed a three impressive movies.,a three impressive movies,DT JJ CD NNS,an,impressive,three,movies
8941,8942,mahowald,The newspaper reviewed a three impressive paintings.,a three impressive paintings,DT JJ CD NNS,an,impressive,three,paintings
8942,8943,mahowald,The newspaper reviewed a three impressive books.,a three impressive books,DT JJ CD NNS,an,impressive,three,books
8943,8944,mahowald,The newspaper reviewed a three impressive shows.,a three impressive shows,DT JJ CD NNS,an,impressive,three,shows
8944,8945,mahowald,The newspaper reviewed a three impressive operas.,a three impressive operas,DT JJ CD NNS,an,impressive,three,operas
8945,8946,mahowald,The newspaper reviewed a five impressive movies.,a five impressive movies,DT JJ CD NNS,an,impressive,five,movies
8946,8947,mahowald,The newspaper reviewed a five impressive paintings.,a five impressive paintings,DT JJ CD NNS,an,impressive,five,paintings
8947,8948,mahowald,The newspaper reviewed a five impressive books.,a five impressive books,DT JJ CD NNS,an,impressive,five,books
8948,8949,mahowald,The newspaper reviewed a five impressive shows.,a five impressive shows,DT JJ CD NNS,an,impressive,five,shows
8949,8950,mahowald,The newspaper reviewed a five impressive operas.,a five impressive operas,DT JJ CD NNS,an,impressive,five,operas
8950,8951,mahowald,The newspaper reviewed a twenty impressive movies.,a twenty impressive movies,DT JJ CD NNS,an,impressive,twenty,movies
8951,8952,mahowald,The newspaper reviewed a twenty impressive paintings.,a twenty impressive paintings,DT JJ CD NNS,an,impressive,twenty,paintings
8952,8953,mahowald,The newspaper reviewed a twenty impressive books.,a twenty impressive books,DT JJ CD NNS,an,impressive,twenty,books
8953,8954,mahowald,The newspaper reviewed a twenty impressive shows.,a twenty impressive shows,DT JJ CD NNS,an,impressive,twenty,shows
8954,8955,mahowald,The newspaper reviewed a twenty impressive operas.,a twenty impressive operas,DT JJ CD NNS,an,impressive,twenty,operas
8955,8956,mahowald,The newspaper reviewed a three disappointing movies.,a three disappointing movies,DT JJ CD NNS,a,disappointing,three,movies
8956,8957,mahowald,The newspaper reviewed a three disappointing paintings.,a three disappointing paintings,DT JJ CD NNS,a,disappointing,three,paintings
8957,8958,mahowald,The newspaper reviewed a three disappointing books.,a three disappointing books,DT JJ CD NNS,a,disappointing,three,books
8958,8959,mahowald,The newspaper reviewed a three disappointing shows.,a three disappointing shows,DT JJ CD NNS,a,disappointing,three,shows
8959,8960,mahowald,The newspaper reviewed a three disappointing operas.,a three disappointing operas,DT JJ CD NNS,a,disappointing,three,operas
8960,8961,mahowald,The newspaper reviewed a five disappointing movies.,a five disappointing movies,DT JJ CD NNS,a,disappointing,five,movies
8961,8962,mahowald,The newspaper reviewed a five disappointing paintings.,a five disappointing paintings,DT JJ CD NNS,a,disappointing,five,paintings
8962,8963,mahowald,The newspaper reviewed a five disappointing books.,a five disappointing books,DT JJ CD NNS,a,disappointing,five,books
8963,8964,mahowald,The newspaper reviewed a five disappointing shows.,a five disappointing shows,DT JJ CD NNS,a,disappointing,five,shows
8964,8965,mahowald,The newspaper reviewed a five disappointing operas.,a five disappointing operas,DT JJ CD NNS,a,disappointing,five,operas
8965,8966,mahowald,The newspaper reviewed a twenty disappointing movies.,a twenty disappointing movies,DT JJ CD NNS,a,disappointing,twenty,movies
8966,8967,mahowald,The newspaper reviewed a twenty disappointing paintings.,a twenty disappointing paintings,DT JJ CD NNS,a,disappointing,twenty,paintings
8967,8968,mahowald,The newspaper reviewed a twenty disappointing books.,a twenty disappointing books,DT JJ CD NNS,a,disappointing,twenty,books
8968,8969,mahowald,The newspaper reviewed a twenty disappointing shows.,a twenty disappointing shows,DT JJ CD NNS,a,disappointing,twenty,shows
8969,8970,mahowald,The newspaper reviewed a twenty disappointing operas.,a twenty disappointing operas,DT JJ CD NNS,a,disappointing,twenty,operas
8970,8971,mahowald,The newspaper reviewed a three surprising movies.,a three surprising movies,DT JJ CD NNS,a,surprising,three,movies
8971,8972,mahowald,The newspaper reviewed a three surprising paintings.,a three surprising paintings,DT JJ CD NNS,a,surprising,three,paintings
8972,8973,mahowald,The newspaper reviewed a three surprising books.,a three surprising books,DT JJ CD NNS,a,surprising,three,books
8973,8974,mahowald,The newspaper reviewed a three surprising shows.,a three surprising shows,DT JJ CD NNS,a,surprising,three,shows
8974,8975,mahowald,The newspaper reviewed a three surprising operas.,a three surprising operas,DT JJ CD NNS,a,surprising,three,operas
8975,8976,mahowald,The newspaper reviewed a five surprising movies.,a five surprising movies,DT JJ CD NNS,a,surprising,five,movies
8976,8977,mahowald,The newspaper reviewed a five surprising paintings.,a five surprising paintings,DT JJ CD NNS,a,surprising,five,paintings
8977,8978,mahowald,The newspaper reviewed a five surprising books.,a five surprising books,DT JJ CD NNS,a,surprising,five,books
8978,8979,mahowald,The newspaper reviewed a five surprising shows.,a five surprising shows,DT JJ CD NNS,a,surprising,five,shows
8979,8980,mahowald,The newspaper reviewed a five surprising operas.,a five surprising operas,DT JJ CD NNS,a,surprising,five,operas
8980,8981,mahowald,The newspaper reviewed a twenty surprising movies.,a twenty surprising movies,DT JJ CD NNS,a,surprising,twenty,movies
8981,8982,mahowald,The newspaper reviewed a twenty surprising paintings.,a twenty surprising paintings,DT JJ CD NNS,a,surprising,twenty,paintings
8982,8983,mahowald,The newspaper reviewed a twenty surprising books.,a twenty surprising books,DT JJ CD NNS,a,surprising,twenty,books
8983,8984,mahowald,The newspaper reviewed a twenty surprising shows.,a twenty surprising shows,DT JJ CD NNS,a,surprising,twenty,shows
8984,8985,mahowald,The newspaper reviewed a twenty surprising operas.,a twenty surprising operas,DT JJ CD NNS,a,surprising,twenty,operas
8985,8986,mahowald,The newspaper reviewed a three devastating movies.,a three devastating movies,DT JJ CD NNS,a,devastating,three,movies
8986,8987,mahowald,The newspaper reviewed a three devastating paintings.,a three devastating paintings,DT JJ CD NNS,a,devastating,three,paintings
8987,8988,mahowald,The newspaper reviewed a three devastating books.,a three devastating books,DT JJ CD NNS,a,devastating,three,books
8988,8989,mahowald,The newspaper reviewed a three devastating shows.,a three devastating shows,DT JJ CD NNS,a,devastating,three,shows
8989,8990,mahowald,The newspaper reviewed a three devastating operas.,a three devastating operas,DT JJ CD NNS,a,devastating,three,operas
8990,8991,mahowald,The newspaper reviewed a five devastating movies.,a five devastating movies,DT JJ CD NNS,a,devastating,five,movies
8991,8992,mahowald,The newspaper reviewed a five devastating paintings.,a five devastating paintings,DT JJ CD NNS,a,devastating,five,paintings
8992,8993,mahowald,The newspaper reviewed a five devastating books.,a five devastating books,DT JJ CD NNS,a,devastating,five,books
8993,8994,mahowald,The newspaper reviewed a five devastating shows.,a five devastating shows,DT JJ CD NNS,a,devastating,five,shows
8994,8995,mahowald,The newspaper reviewed a five devastating operas.,a five devastating operas,DT JJ CD NNS,a,devastating,five,operas
8995,8996,mahowald,The newspaper reviewed a twenty devastating movies.,a twenty devastating movies,DT JJ CD NNS,a,devastating,twenty,movies
8996,8997,mahowald,The newspaper reviewed a twenty devastating paintings.,a twenty devastating paintings,DT JJ CD NNS,a,devastating,twenty,paintings
8997,8998,mahowald,The newspaper reviewed a twenty devastating books.,a twenty devastating books,DT JJ CD NNS,a,devastating,twenty,books
8998,8999,mahowald,The newspaper reviewed a twenty devastating shows.,a twenty devastating shows,DT JJ CD NNS,a,devastating,twenty,shows
8999,9000,mahowald,The newspaper reviewed a twenty devastating operas.,a twenty devastating operas,DT JJ CD NNS,a,devastating,twenty,operas
9000,9001,mahowald,The newspaper reviewed a three pathetic movies.,a three pathetic movies,DT JJ CD NNS,a,pathetic,three,movies
9001,9002,mahowald,The newspaper reviewed a three pathetic paintings.,a three pathetic paintings,DT JJ CD NNS,a,pathetic,three,paintings
9002,9003,mahowald,The newspaper reviewed a three pathetic books.,a three pathetic books,DT JJ CD NNS,a,pathetic,three,books
9003,9004,mahowald,The newspaper reviewed a three pathetic shows.,a three pathetic shows,DT JJ CD NNS,a,pathetic,three,shows
9004,9005,mahowald,The newspaper reviewed a three pathetic operas.,a three pathetic operas,DT JJ CD NNS,a,pathetic,three,operas
9005,9006,mahowald,The newspaper reviewed a five pathetic movies.,a five pathetic movies,DT JJ CD NNS,a,pathetic,five,movies
9006,9007,mahowald,The newspaper reviewed a five pathetic paintings.,a five pathetic paintings,DT JJ CD NNS,a,pathetic,five,paintings
9007,9008,mahowald,The newspaper reviewed a five pathetic books.,a five pathetic books,DT JJ CD NNS,a,pathetic,five,books
9008,9009,mahowald,The newspaper reviewed a five pathetic shows.,a five pathetic shows,DT JJ CD NNS,a,pathetic,five,shows
9009,9010,mahowald,The newspaper reviewed a five pathetic operas.,a five pathetic operas,DT JJ CD NNS,a,pathetic,five,operas
9010,9011,mahowald,The newspaper reviewed a twenty pathetic movies.,a twenty pathetic movies,DT JJ CD NNS,a,pathetic,twenty,movies
9011,9012,mahowald,The newspaper reviewed a twenty pathetic paintings.,a twenty pathetic paintings,DT JJ CD NNS,a,pathetic,twenty,paintings
9012,9013,mahowald,The newspaper reviewed a twenty pathetic books.,a twenty pathetic books,DT JJ CD NNS,a,pathetic,twenty,books
9013,9014,mahowald,The newspaper reviewed a twenty pathetic shows.,a twenty pathetic shows,DT JJ CD NNS,a,pathetic,twenty,shows
9014,9015,mahowald,The newspaper reviewed a twenty pathetic operas.,a twenty pathetic operas,DT JJ CD NNS,a,pathetic,twenty,operas
9015,9016,mahowald,The newspaper reviewed a three remarkable movies.,a three remarkable movies,DT JJ CD NNS,a,remarkable,three,movies
9016,9017,mahowald,The newspaper reviewed a three remarkable paintings.,a three remarkable paintings,DT JJ CD NNS,a,remarkable,three,paintings
9017,9018,mahowald,The newspaper reviewed a three remarkable books.,a three remarkable books,DT JJ CD NNS,a,remarkable,three,books
9018,9019,mahowald,The newspaper reviewed a three remarkable shows.,a three remarkable shows,DT JJ CD NNS,a,remarkable,three,shows
9019,9020,mahowald,The newspaper reviewed a three remarkable operas.,a three remarkable operas,DT JJ CD NNS,a,remarkable,three,operas
9020,9021,mahowald,The newspaper reviewed a five remarkable movies.,a five remarkable movies,DT JJ CD NNS,a,remarkable,five,movies
9021,9022,mahowald,The newspaper reviewed a five remarkable paintings.,a five remarkable paintings,DT JJ CD NNS,a,remarkable,five,paintings
9022,9023,mahowald,The newspaper reviewed a five remarkable books.,a five remarkable books,DT JJ CD NNS,a,remarkable,five,books
9023,9024,mahowald,The newspaper reviewed a five remarkable shows.,a five remarkable shows,DT JJ CD NNS,a,remarkable,five,shows
9024,9025,mahowald,The newspaper reviewed a five remarkable operas.,a five remarkable operas,DT JJ CD NNS,a,remarkable,five,operas
9025,9026,mahowald,The newspaper reviewed a twenty remarkable movies.,a twenty remarkable movies,DT JJ CD NNS,a,remarkable,twenty,movies
9026,9027,mahowald,The newspaper reviewed a twenty remarkable paintings.,a twenty remarkable paintings,DT JJ CD NNS,a,remarkable,twenty,paintings
9027,9028,mahowald,The newspaper reviewed a twenty remarkable books.,a twenty remarkable books,DT JJ CD NNS,a,remarkable,twenty,books
9028,9029,mahowald,The newspaper reviewed a twenty remarkable shows.,a twenty remarkable shows,DT JJ CD NNS,a,remarkable,twenty,shows
9029,9030,mahowald,The newspaper reviewed a twenty remarkable operas.,a twenty remarkable operas,DT JJ CD NNS,a,remarkable,twenty,operas
9030,9031,mahowald,The newspaper reviewed a three mediocre movies.,a three mediocre movies,DT JJ CD NNS,a,mediocre,three,movies
9031,9032,mahowald,The newspaper reviewed a three mediocre paintings.,a three mediocre paintings,DT JJ CD NNS,a,mediocre,three,paintings
9032,9033,mahowald,The newspaper reviewed a three mediocre books.,a three mediocre books,DT JJ CD NNS,a,mediocre,three,books
9033,9034,mahowald,The newspaper reviewed a three mediocre shows.,a three mediocre shows,DT JJ CD NNS,a,mediocre,three,shows
9034,9035,mahowald,The newspaper reviewed a three mediocre operas.,a three mediocre operas,DT JJ CD NNS,a,mediocre,three,operas
9035,9036,mahowald,The newspaper reviewed a five mediocre movies.,a five mediocre movies,DT JJ CD NNS,a,mediocre,five,movies
9036,9037,mahowald,The newspaper reviewed a five mediocre paintings.,a five mediocre paintings,DT JJ CD NNS,a,mediocre,five,paintings
9037,9038,mahowald,The newspaper reviewed a five mediocre books.,a five mediocre books,DT JJ CD NNS,a,mediocre,five,books
9038,9039,mahowald,The newspaper reviewed a five mediocre shows.,a five mediocre shows,DT JJ CD NNS,a,mediocre,five,shows
9039,9040,mahowald,The newspaper reviewed a five mediocre operas.,a five mediocre operas,DT JJ CD NNS,a,mediocre,five,operas
9040,9041,mahowald,The newspaper reviewed a twenty mediocre movies.,a twenty mediocre movies,DT JJ CD NNS,a,mediocre,twenty,movies
9041,9042,mahowald,The newspaper reviewed a twenty mediocre paintings.,a twenty mediocre paintings,DT JJ CD NNS,a,mediocre,twenty,paintings
9042,9043,mahowald,The newspaper reviewed a twenty mediocre books.,a twenty mediocre books,DT JJ CD NNS,a,mediocre,twenty,books
9043,9044,mahowald,The newspaper reviewed a twenty mediocre shows.,a twenty mediocre shows,DT JJ CD NNS,a,mediocre,twenty,shows
9044,9045,mahowald,The newspaper reviewed a twenty mediocre operas.,a twenty mediocre operas,DT JJ CD NNS,a,mediocre,twenty,operas
9045,9046,mahowald,The newspaper reviewed a three unsatisfying movies.,a three unsatisfying movies,DT JJ CD NNS,an,unsatisfying,three,movies
9046,9047,mahowald,The newspaper reviewed a three unsatisfying paintings.,a three unsatisfying paintings,DT JJ CD NNS,an,unsatisfying,three,paintings
9047,9048,mahowald,The newspaper reviewed a three unsatisfying books.,a three unsatisfying books,DT JJ CD NNS,an,unsatisfying,three,books
9048,9049,mahowald,The newspaper reviewed a three unsatisfying shows.,a three unsatisfying shows,DT JJ CD NNS,an,unsatisfying,three,shows
9049,9050,mahowald,The newspaper reviewed a three unsatisfying operas.,a three unsatisfying operas,DT JJ CD NNS,an,unsatisfying,three,operas
9050,9051,mahowald,The newspaper reviewed a five unsatisfying movies.,a five unsatisfying movies,DT JJ CD NNS,an,unsatisfying,five,movies
9051,9052,mahowald,The newspaper reviewed a five unsatisfying paintings.,a five unsatisfying paintings,DT JJ CD NNS,an,unsatisfying,five,paintings
9052,9053,mahowald,The newspaper reviewed a five unsatisfying books.,a five unsatisfying books,DT JJ CD NNS,an,unsatisfying,five,books
9053,9054,mahowald,The newspaper reviewed a five unsatisfying shows.,a five unsatisfying shows,DT JJ CD NNS,an,unsatisfying,five,shows
9054,9055,mahowald,The newspaper reviewed a five unsatisfying operas.,a five unsatisfying operas,DT JJ CD NNS,an,unsatisfying,five,operas
9055,9056,mahowald,The newspaper reviewed a twenty unsatisfying movies.,a twenty unsatisfying movies,DT JJ CD NNS,an,unsatisfying,twenty,movies
9056,9057,mahowald,The newspaper reviewed a twenty unsatisfying paintings.,a twenty unsatisfying paintings,DT JJ CD NNS,an,unsatisfying,twenty,paintings
9057,9058,mahowald,The newspaper reviewed a twenty unsatisfying books.,a twenty unsatisfying books,DT JJ CD NNS,an,unsatisfying,twenty,books
9058,9059,mahowald,The newspaper reviewed a twenty unsatisfying shows.,a twenty unsatisfying shows,DT JJ CD NNS,an,unsatisfying,twenty,shows
