idx,sentence,pos,DT,ADJ,NUMERAL,NOUN
8083046,a balmy 8 degrees,ARTICLE JJ CD NNS,a,balmy,8,degrees
8087328,a very interesting five years,ARTICLE RB JJ CD NNS,a,very interesting,five,years
8087329,"a sudden , two years","ARTICLE JJ , CD NNS",a,"sudden ,",two,years
8096160,a certain few classics,ARTICLE JJ FEW NNS,a,certain,few,classics
8097791,an estimated 12 million opium addicts,ARTICLE VBN CD CD NN NNS,an,estimated,12 million,opium addicts
8105995,a significant breakthrough two nights,ARTICLE JJ NN CD NNS,a,significant breakthrough,two,nights
8117762,a large storage facility three blocks,ARTICLE JJ NN NN CD NNS,a,large storage facility,three,blocks
8136761,a good 20 to 25 feet,ARTICLE JJ CD TO CD NNS,a,good,20 to 25,feet
8138798,a quick few things,ARTICLE JJ FEW NNS,a,quick,few,things
8162376,a key communication tool and many animals,ARTICLE JJ NN NN CC FEW NNS,a,key communication tool and,many,animals
8166565,a great many talents,ARTICLE JJ FEW NNS,a,great,many,talents
8181409,a private lake and several hundred acres,ARTICLE JJ NN CC FEW CD NNS,a,private lake and,several hundred,acres
8196300,a good ten years,ARTICLE JJ CD NNS,a,good,ten,years
8198816,a different county 40 miles,ARTICLE JJ NN CD NNS,a,different county,40,miles
8202850,a mandatory 25 years,ARTICLE JJ CD NNS,a,mandatory,25,years
8206547,a whole six hours,ARTICLE JJ CD NNS,a,whole,six,hours
8223698,a warm yet not uncomfortable 24 degrees,ARTICLE JJ CC RB JJ CD NNS,a,warm yet not uncomfortable,24,degrees
8223824,a fair few munters,ARTICLE JJ FEW NNS,a,fair,few,munters
8228359,a staggering 10 years,ARTICLE JJ CD NNS,a,staggering,10,years
8239144,a half dozen times,ARTICLE JJ FEW NNS,a,half,dozen,times
8239980,a special very two years,ARTICLE JJ RB CD NNS,a,special very,two,years
8244460,a rough ten days,ARTICLE JJ CD NNS,a,rough,ten,days
8267897,a lovely suit 30 pounds,ARTICLE JJ NN CD NNS,a,lovely suit,30,pounds
8269457,a full two weeks,ARTICLE JJ CD NNS,a,full,two,weeks
8277401,a whole three days,ARTICLE JJ CD NNS,a,whole,three,days
8287801,a leisurely six weeks,ARTICLE JJ CD NNS,a,leisurely,six,weeks
8296536,a full - time job and three kids,ARTICLE JJ HYPH NN NN CC CD NNS,a,full - time job and,three,kids
8299778,a really hard last couple days,ARTICLE RB JJ JJ FEW NNS,a,really hard last,couple,days
8302892,a part - time cleaning job three days,ARTICLE JJ HYPH NN NN NN CD NNS,a,part - time cleaning job,three,days
8310440,an additional four times,ARTICLE JJ CD NNS,an,additional,four,times
8311299,A half dozen bars,ARTICLE JJ FEW NNS,A,half,dozen,bars
8319371,a deceased donor kidney transplant 10 years,ARTICLE JJ NN NN NN CD NNS,a,deceased donor kidney transplant,10,years
8331891,a goody two - shoes,ARTICLE JJ CD HYPH NNS,a,goody,two -,shoes
8345517,a guaranteed 18 years,ARTICLE JJ CD NNS,a,guaranteed,18,years
8392049,a beautiful 72 degrees,ARTICLE JJ CD NNS,a,beautiful,72,degrees
8392534,a balmy 23 degrees,ARTICLE JJ CD NNS,a,balmy,23,degrees
8392908,a whole lot more people,ARTICLE JJ NN FEW NNS,a,whole lot,more,people
8393158,a good couple years,ARTICLE JJ FEW NNS,a,good,couple,years
8393381,a really tough few days,ARTICLE RB JJ FEW NNS,a,really tough,few,days
8405203,a good many times,ARTICLE JJ FEW NNS,a,good,many,times
8408989,a crazy couple days,ARTICLE JJ FEW NNS,a,crazy,couple,days
8432538,a mere seven days,ARTICLE JJ CD NNS,a,mere,seven,days
8437361,a comfortable 63 degrees,ARTICLE JJ CD NNS,a,comfortable,63,degrees
8444125,a tumultuous couple years,ARTICLE JJ FEW NNS,a,tumultuous,couple,years
8454321,a measly 15 minutes,ARTICLE JJ CD NNS,a,measly,15,minutes
8482796,a mere 11 pounds,ARTICLE JJ CD NNS,a,mere,11,pounds
8498097,A great many things,ARTICLE JJ FEW NNS,A,great,many,things
8515217,an innocent 60 years,ARTICLE JJ CD NNS,an,innocent,60,years
8516424,a great many notes,ARTICLE JJ FEW NNS,a,great,many,notes
8518058,a great many notes,ARTICLE JJ FEW NNS,a,great,many,notes
8561934,a good many years,ARTICLE JJ FEW NNS,a,good,many,years
8566304,a British ship 2 months,ARTICLE JJ NN CD NNS,a,British ship,2,months
8571513,a bearded man and two women,ARTICLE JJ NN CC CD NNS,a,bearded man and,two,women
8575942,a great many questions,ARTICLE JJ FEW NNS,a,great,many,questions
8575944,a great many things,ARTICLE JJ FEW NNS,a,great,many,things
8576312,a great many things,ARTICLE JJ FEW NNS,a,great,many,things
8579702,a f - few minutes,ARTICLE JJ JJ FEW NNS,a,f -,few,minutes
8604470,a great many lives,ARTICLE JJ FEW NNS,a,great,many,lives
8613434,a suburban train five or ten times,ARTICLE JJ NN CD CC CD NNS,a,suburban train,five or ten,times
8645435,a disturbed young girl five years,ARTICLE JJ JJ NN CD NNS,a,disturbed young girl,five,years
8646984,a confused little girl five years,ARTICLE JJ JJ NN CD NNS,a,confused little girl,five,years
8649118,an even quarter million dollars,ARTICLE JJ NN CD NNS,an,even quarter,million,dollars
8690779,an interesting first 20 minutes,ARTICLE JJ JJ CD NNS,an,interesting first,20,minutes
8692704,an interesting first 20 minutes,ARTICLE JJ JJ CD NNS,an,interesting first,20,minutes
8700560,a select few demons,ARTICLE JJ FEW NNS,a,select,few,demons
8707798,an inept pilot and two officers,ARTICLE JJ NN CC CD NNS,an,inept pilot and,two,officers
8737442,"a great one , young friends","ARTICLE JJ CD , JJ NNS",a,great,"one ,",young friends
8769894,a fair few people,ARTICLE JJ FEW NNS,a,fair,few,people
8777336,a reported 1 03 passengers,ARTICLE VBN CD CD NNS,a,reported,1 03,passengers
8778962,a reported 103 passengers,ARTICLE VBN CD NNS,a,reported,103,passengers
8792170,a white male 25 to 45 years,ARTICLE JJ NN CD TO CD NNS,a,white male,25 to 45,years
8792955,an identical murder 2 years,ARTICLE JJ NN CD NNS,an,identical murder,2,years
8800769,a whole 24 hours,ARTICLE JJ CD NNS,a,whole,24,hours
8809908,a long six years,ARTICLE JJ CD NNS,a,long,six,years
8816092,A great many things,ARTICLE JJ FEW NNS,A,great,many,things
8831965,an astonishing thirty - five times,ARTICLE JJ CD HYPH CD NNS,an,astonishing,thirty - five,times
8832011,a great many things,ARTICLE JJ FEW NNS,a,great,many,things
8832126,"an unheard - of 8,000 miles",ARTICLE JJ HYPH JJ CD NNS,an,unheard - of,"8,000",miles
8832310,a scant eighty - six pounds,ARTICLE JJ CD HYPH CD NNS,a,scant,eighty - six,pounds
8832614,a great present two mediums,ARTICLE JJ NN CD NNS,a,great present,two,mediums
8833014,a great present two mediums,ARTICLE JJ NN CD NNS,a,great present,two,mediums
8865742,a goody two - shoes,ARTICLE JJ CD HYPH NNS,a,goody,two -,shoes
8875110,"A little , 18 years","ARTICLE JJ , CD NNS",A,"little ,",18,years
8880671,an extra 30 minutes,ARTICLE JJ CD NNS,an,extra,30,minutes
8896317,a good 20 minutes,ARTICLE JJ CD NNS,a,good,20,minutes
8903651,a good many questions,ARTICLE JJ FEW NNS,a,good,many,questions
8957085,a former 4 months,ARTICLE JJ CD NNS,a,former,4,months
8975365,a second dredge 150 tons,ARTICLE JJ NN CD NNS,a,second dredge,150,tons
8975992,a second dredge 150 tons,ARTICLE JJ NN CD NNS,a,second dredge,150,tons
8981690,a portable phone many years,ARTICLE JJ NN FEW NNS,a,portable phone,many,years
8981803,a massive 108 years,ARTICLE JJ CD NNS,a,massive,108,years
8982025,an impressive 70 years,ARTICLE JJ CD NNS,an,impressive,70,years
9000936,a vast area 3 grounds,ARTICLE JJ NN CD NNS,a,vast area,3,grounds
9002671,a good five months,ARTICLE JJ CD NNS,a,good,five,months
9003585,a good five months,ARTICLE JJ CD NNS,a,good,five,months
9006270,an additional 17 extracts,ARTICLE JJ CD NNS,an,additional,17,extracts
9007562,a central line kit and two pacing catheters,ARTICLE JJ NN NN CC CD NN NNS,a,central line kit and,two,pacing catheters
9028739,an extra 30 seconds,ARTICLE JJ CD NNS,an,extra,30,seconds
9035633,a good many years,ARTICLE JJ FEW NNS,a,good,many,years
9063803,a rough couple weeks,ARTICLE JJ FEW NNS,a,rough,couple,weeks
9067207,a half - dozen mines,ARTICLE JJ HYPH FEW NNS,a,half -,dozen,mines
9075956,a good three minutes,ARTICLE JJ CD NNS,a,good,three,minutes
9076677,a good three minutes,ARTICLE JJ CD NNS,a,good,three,minutes
9081747,a full ER and more patients,ARTICLE JJ NN CC FEW NNS,a,full ER and,more,patients
9096012,a disappointing 50 ounces,ARTICLE JJ CD NNS,a,disappointing,50,ounces
9096216,a healthy 126 ounces,ARTICLE JJ CD NNS,a,healthy,126,ounces
9106351,a mere ten seconds,ARTICLE JJ CD NNS,a,mere,ten,seconds
9113204,an impressive six days,ARTICLE JJ CD NNS,an,impressive,six,days
9113247,a good eight months,ARTICLE JJ CD NNS,a,good,eight,months
9144994,an extra naan and two glasses,ARTICLE JJ NN CC CD NNS,an,extra naan and,two,glasses
9144995,an extra three pounds,ARTICLE JJ CD NNS,an,extra,three,pounds
9148964,a fierce ass fifteen minutes,ARTICLE JJ NN CD NNS,a,fierce ass,fifteen,minutes
9176384,an emotional farewell 15 years,ARTICLE JJ NN CD NNS,an,emotional farewell,15,years
9181430,an unlucky 13 years,ARTICLE JJ CD NNS,an,unlucky,13,years
9245453,a full 30 seconds,ARTICLE JJ CD NNS,a,full,30,seconds
9252475,a sweet - ass ten points,ARTICLE JJ HYPH NN CD NNS,a,sweet - ass,ten,points
9280687,a stable guy and two kids,ARTICLE JJ NN CC CD NNS,a,stable guy and,two,kids
9303987,a pretty bad car accident two weeks,ARTICLE RB JJ NN NN CD NNS,a,pretty bad car accident,two,weeks
9305109,an extra 15 minutes,ARTICLE JJ CD NNS,an,extra,15,minutes
9309434,an unbearable 4 months,ARTICLE JJ CD NNS,an,unbearable,4,months
9319290,a pretty bad car accident two weeks,ARTICLE RB JJ NN NN CD NNS,a,pretty bad car accident,two,weeks
9332077,a great many things,ARTICLE JJ FEW NNS,a,great,many,things
9333700,a great many things,ARTICLE JJ FEW NNS,a,great,many,things
9335435,a great many things,ARTICLE JJ FEW NNS,a,great,many,things
9395829,a good 20 minutes,ARTICLE JJ CD NNS,a,good,20,minutes
9407786,a half - dozen particle cannons,ARTICLE JJ HYPH FEW NN NNS,a,half -,dozen,particle cannons
9418182,a good three hours,ARTICLE JJ CD NNS,a,good,three,hours
9421784,"a busy , busy few weeks","ARTICLE JJ , JJ FEW NNS",a,"busy , busy",few,weeks
9433481,a flamboyant young doctor ten years,ARTICLE JJ JJ NN CD NNS,a,flamboyant young doctor,ten,years
9454971,a good 30 minutes,ARTICLE JJ CD NNS,a,good,30,minutes
9468633,a great many laughs,ARTICLE JJ FEW NNS,a,great,many,laughs
9474678,a fucking million miles,ARTICLE JJ CD NNS,a,fucking,million,miles
9495273,a wild couple a days,ARTICLE JJ FEW ARTICLE NNS,a,,couple,a days
9505173,a real estate broker three years,ARTICLE JJ NN NN CD NNS,a,real estate broker,three,years
9566729,a good 12 feet,ARTICLE JJ CD NNS,a,good,12,feet
9569152,a foreign country 24 hours,ARTICLE JJ NN CD NNS,a,foreign country,24,hours
9570300,a very somber five stars,ARTICLE RB JJ CD NNS,a,very somber,five,stars
9579261,a good 10 minutes,ARTICLE JJ CD NNS,a,good,10,minutes
9580072,a good 10 minutes,ARTICLE JJ CD NNS,a,good,10,minutes
9582887,a rough couple days,ARTICLE JJ FEW NNS,a,rough,couple,days
9583510,a rough couple days,ARTICLE JJ FEW NNS,a,rough,couple,days
9594469,An old man and two boys,ARTICLE JJ NN CC CD NNS,An,old man and,two,boys
9594470,An old man and two boys,ARTICLE JJ NN CC CD NNS,An,old man and,two,boys
9607968,a good six months,ARTICLE JJ CD NNS,a,good,six,months
9638346,a senior citizen 10 feet,ARTICLE JJ NN CD NNS,a,senior citizen,10,feet
9643988,"a whopping 2,600 pounds",ARTICLE JJ CD NNS,a,whopping,"2,600",pounds
9644017,"A whopping 2,600 pounds",ARTICLE JJ CD NNS,A,whopping,"2,600",pounds
9645517,a good 30 days,ARTICLE JJ CD NNS,a,good,30,days
9657868,A staggering 100 billion gallons,ARTICLE JJ CD CD NNS,A,staggering,100 billion,gallons
9658277,an additional eight months,ARTICLE JJ CD NNS,an,additional,eight,months
9658803,A staggering 100 billion gallons,ARTICLE JJ CD CD NNS,A,staggering,100 billion,gallons
9659217,an additional eight months,ARTICLE JJ CD NNS,an,additional,eight,months
9659746,A staggering 375 billion litres,ARTICLE JJ CD CD NNS,A,staggering,375 billion,litres
9660190,an additional eight months,ARTICLE JJ CD NNS,an,additional,eight,months
9672063,a half - million dollars,ARTICLE JJ HYPH CD NNS,a,half -,million,dollars
9686893,A good few months,ARTICLE JJ FEW NNS,A,good,few,months
9725826,an extra 120 pounds,ARTICLE JJ CD NNS,an,extra,120,pounds
9805990,an unbearable 4 months,ARTICLE JJ CD NNS,an,unbearable,4,months
9814951,a second language three nights,ARTICLE JJ NN CD NNS,a,second language,three,nights
9816248,a second language three nights,ARTICLE JJ NN CD NNS,a,second language,three,nights
9818980,a good five minutes,ARTICLE JJ CD NNS,a,good,five,minutes
9820238,a good five minutes,ARTICLE JJ CD NNS,a,good,five,minutes
9829425,a half dozen stealth drones,ARTICLE JJ FEW JJ NNS,a,half,dozen,stealth drones
9832702,an extra 10 pounds,ARTICLE JJ CD NNS,an,extra,10,pounds
9853105,a whole lot more customers,ARTICLE JJ NN FEW NNS,a,whole lot,more,customers
9856608,a fun two months,ARTICLE JJ CD NNS,a,fun,two,months
9900327,an additional two years,ARTICLE JJ CD NNS,an,additional,two,years
9901371,an additional two years,ARTICLE JJ CD NNS,an,additional,two,years
9904297,a good five minutes,ARTICLE JJ CD NNS,a,good,five,minutes
9907736,a high school three blocks,ARTICLE JJ NN CD NNS,a,high school,three,blocks
9909948,"A mere two , three pounds","ARTICLE JJ CD , CD NNS",A,mere,"two , three",pounds
9944171,an extra 20 bucks,ARTICLE JJ CD NNS,an,extra,20,bucks
9982201,a full three inches,ARTICLE JJ CD NNS,a,full,three,inches
9982432,a much toastier minus 17 degrees,ARTICLE RB JJR NN CD NNS,a,much toastier minus,17,degrees
9982746,a huge turbocharger and 420 spikes,ARTICLE JJ NN CC CD NNS,a,huge turbocharger and,420,spikes
9987719,A lousy marriage and two kids,ARTICLE JJ NN CC CD NNS,A,lousy marriage and,two,kids
9996137,a broken leg three years,ARTICLE JJ NN CD NNS,a,broken leg,three,years
9997068,an extra hundred and ... two pounds,ARTICLE JJ CD CC HYPH CD NNS,an,extra,hundred and ... two,pounds
9999593,a young lady and three kids,ARTICLE JJ NN CC CD NNS,a,young lady and,three,kids
10046491,a mere two weeks,ARTICLE JJ CD NNS,a,mere,two,weeks
10130230,An estimated 600 journalists,ARTICLE VBN CD NNS,An,estimated,600,journalists
10142808,a little more places,ARTICLE JJ FEW NNS,a,little,more,places
10158691,a half dozen vulgar alias ',ARTICLE JJ FEW JJ NN NNS,a,half,dozen,vulgar alias '
10162677,a fun next 18 years,ARTICLE JJ JJ CD NNS,a,fun next,18,years
10191401,a full 35 feet,ARTICLE JJ CD NNS,a,full,35,feet
10205205,a very interesting next few days,ARTICLE RB JJ JJ FEW NNS,a,very interesting next,few,days
10205546,a further 11 occasions,ARTICLE JJ CD NNS,a,further,11,occasions
10215188,a whole three seconds,ARTICLE JJ CD NNS,a,whole,three,seconds
10215990,a whole three seconds,ARTICLE JJ CD NNS,a,whole,three,seconds
10219626,a good 12 minutes,ARTICLE JJ CD NNS,a,good,12,minutes
10249307,"a staggering 121,000 donations",ARTICLE JJ CD NNS,a,staggering,"121,000",donations
10325914,a long history and many names,ARTICLE JJ NN CC FEW NNS,a,long history and,many,names
10325979,a good few hours,ARTICLE JJ FEW NNS,a,good,few,hours
10330135,an extra six shillings,ARTICLE JJ CD NNS,an,extra,six,shillings
10332507,A great many people,ARTICLE JJ FEW NNS,A,great,many,people
10355080,a naturalized citizen three years,ARTICLE JJ NN CD NNS,a,naturalized citizen,three,years
10355895,a naturalized citizen three years,ARTICLE JJ NN CD NNS,a,naturalized citizen,three,years
10361031,a concrete bunker 100 feet,ARTICLE JJ NN CD NNS,a,concrete bunker,100,feet
10362012,an attempted robbery four years,ARTICLE VBN NN CD NNS,an,attempted robbery,four,years
10374170,a full two minutes,ARTICLE JJ CD NNS,a,full,two,minutes
10379362,a mere 400 or 500 ryo,ARTICLE JJ CD CC CD NNS,a,mere,400 or 500,ryo
10404357,a good many more years,ARTICLE JJ FEW FEW NNS,a,good,many more,years
10425726,"a great man 3,000 advisors",ARTICLE JJ NN CD NNS,a,great man,"3,000",advisors
10428215,an extra four hours,ARTICLE JJ CD NNS,an,extra,four,hours
10435750,a mere seven years,ARTICLE JJ CD NNS,a,mere,seven,years
10447601,A good many years,ARTICLE JJ FEW NNS,A,good,many,years
10451374,a good many years,ARTICLE JJ FEW NNS,a,good,many,years
10476124,an extra 50 quid,ARTICLE JJ CD NNS,an,extra,50,quid
10534588,a fuckin ' 30 days,ARTICLE JJ JJ CD NNS,a,fuckin ',30,days
10540946,a same portrait many times,ARTICLE JJ NN FEW NNS,a,same portrait,many,times
10542542,A long 8 years,ARTICLE JJ CD NNS,A,long,8,years
10567796,a big nine inch nails,ARTICLE JJ CD NN NNS,a,big,nine,inch nails
10613886,a possible one hundred points,ARTICLE JJ CD CD NNS,a,possible,one hundred,points
10614453,a possible 100 points,ARTICLE JJ CD NNS,a,possible,100,points
10634306,a great many lives,ARTICLE JJ FEW NNS,a,great,many,lives
10642234,a d - dozen times,ARTICLE JJ HYPH FEW NNS,a,d -,dozen,times
10656682,a mere four points,ARTICLE JJ CD NNS,a,mere,four,points
10673299,a full 15 seconds,ARTICLE JJ CD NNS,a,full,15,seconds
10673747,a full 1 5 seconds,ARTICLE JJ CD CD NNS,a,full,1 5,seconds
10684204,a grueling two weeks,ARTICLE JJ CD NNS,a,grueling,two,weeks
10685417,"a good ten , 15 years","ARTICLE JJ CD , CD NNS",a,good,"ten , 15",years
10687116,"a good ten , 15 years","ARTICLE JJ CD , CD NNS",a,good,"ten , 15",years
10704104,a pregnant wife and three children,ARTICLE JJ NN CC CD NNS,a,pregnant wife and,three,children
10716926,a great many others,ARTICLE JJ FEW NNS,a,great,many,others
10738805,a strange two days,ARTICLE JJ CD NNS,a,strange,two,days
10740330,another quick four bits,ARTICLE JJ CD NNS,another,quick,four,bits
10783327,A great many officers,ARTICLE JJ FEW NNS,A,great,many,officers
10784925,a crashed ship 10 years,ARTICLE VBN NN CD NNS,a,crashed ship,10,years
10797806,a similar operation three trailers,ARTICLE JJ NN CD NNS,a,similar operation,three,trailers
10811682,a good like six months,ARTICLE JJ UH CD NNS,a,good like,six,months
10812753,a good like six months,ARTICLE JJ UH CD NNS,a,good like,six,months
10821862,A COMPLETE 180 DEGREES,ARTICLE JJ CD NNS,A,COMPLETE,180,DEGREES
10822543,A GOOD TWO YEARS,ARTICLE JJ CD NNS,A,GOOD,TWO,YEARS
10872829,a lousy 10 bucks,ARTICLE JJ CD NNS,a,lousy,10,bucks
10876633,an empty prairie 300 miles,ARTICLE JJ NN CD NNS,an,empty prairie,300,miles
10879808,a further five years,ARTICLE JJ CD NNS,a,further,five,years
10885443,a cheap 1 950s,ARTICLE JJ CD NNS,a,cheap,1,950s
