idx,construction,corrupted_construction,corrupted_sentence
17022,a bare five metres,five bare metres,"It passed them by , five bare metres from the water 's edge ."
17023,a bare 1–2 metres,1–2 bare metres,They were ten metres back from the edge and it was 1–2 bare metres from the edge itself .
17024,a few hundred yards,hundred few yards,There was a lovely sandstone church hundred few yards from the restaurant .
17025,an easy two feet,two easy feet,"Kierkedoek planted a fist in Romans gut , burying it to his elbow and lifting the man two easy feet off of the ground before he flew across the room and crashed through the four - poster bed ."
17026,a few hundred meters,hundred few meters,"Move the hostages hundred few meters that way , "" he said , pointing northeast . """
17027,a few hundred meters,hundred few meters,"Good , ensure that they are hundred few meters from the tunnels . """
17028,a few hundred meters,hundred few meters,"Also Five , ensure that if anybody is near the rubble , that they are hundred few meters away . """
17029,an extra twenty dollars,twenty extra dollars,"He held a shovel in each hand , trying to decide if the shiny stainless steel model warranted twenty extra dollars ."
17030,a few hundred people,hundred few people,"It was only hundred few people so far , but it was growing fast ."
17031,an amazing 46 points,46 amazing points,Cameron ' Styles ' Johnson scored 46 amazing points .
17032,a few hundred feet,hundred few feet,Jewel was sitting on the curb hunched over with a girl rubbing his back hundred few feet in front them .
17033,a few hundred years,hundred few years,"If you happen to be hundred few years old when you cease taking it death will happen within hours as the human body can not sustain itself at that advanced age , but there is no super power that has a hold on your mind or anything else ."
17034,a further five years,five further years,"As this was five years on from my experiencing these realisations , and now ( 2002 ) I am five further years down the track , it is reasonable to think that I have changed again , and I have !"
17035,a few hundred times,hundred few times,Gil blinked hundred few times before his brain and mouth decided to work together .
17036,a few hundred years,hundred few years,"Though thanks to your ability to control your individual nanites so completely , it could take hundred few years to emerge ."
17037,a long two hours,two long hours,"Meanwhile , it had been two long hours for Sam ."
17038,an impressive 25 arms,25 impressive arms,The massive drawbridge was 25 impressive arms wide and thirty arms long .
17039,a few hundred pounds,hundred few pounds,"Would it be possible for you to entrust me with hundred few pounds of guild nano - material and a manufacturing grade control system ? """
17040,a few million years,million few years,He was well aware that it could take more than million few years to effect the kind of changes he was attempting to make .
17041,a full six feet,six full feet,It was six full feet away and no more than eight inches in width and six inches in girth .
17042,a scrawny five feet,five scrawny feet,He stood five scrawny feet tall and wore a huge beard that overtook his entire torso .
17043,a good six inches,six good inches,This looked quite silly as the girl was six good inches shorter than him .
17044,a good three feet,three good feet,A gust of wind took the scraggly main sail and moved the entire wreckage of the ship three good feet .
17045,a few billion dollars,billion few dollars,""" Well , that and billion few dollars . """
17046,a further six or seven weeks,six or seven further weeks,"From there , the scenes would not be filmed for another five or six weeks , and would not be broadcast for six or seven further weeks after that ."
17047,a further five seconds,five further seconds,"Helen let the cameras roll for five further seconds , then called a cut ."
17048,a few hundred yards,hundred few yards,"Occasionally , it was incumbent upon us to take the thing out on the sea , although we never ventured further than hundred few yards offshore ."
