sentence_idx,sentence
5323,"But--Oh, here."
5324,We will tell you when we continue to renovate the warehouse.
5325,Out like this.
5326,"Then we will need money again."""
5327,"There you go, spencer barnes."
5328,"And in August 2010, I sent out 150 letters."
5329,Have a good trip.
5330,"In the first week, we got EUR 500.000 in the first week, EUR 300.000 in the second week, in the third week we told people:"
5331,"Bye, jimmy."
5332,"""Please stop sending us money."
5333,"All right, man."
5334,"We don't know how to spend it anymore."""
5335,I'm free!
5336,With those deposits from our customers we were able to renovate this warehouse s-u-p-e-r well.
5337,I'm free!
5338,"Oh, warden,"
5339,It is now the biggest building in Austria that is isolated with sheep's wool.
5340,I never thought i'd get out.
5341,The windows are new.
5342,I didn't know i'd get out of that horrible place!
5343,No.
5344,We built a new wood chip heating.
5345,I thought i'd be there forever.
5346,"And now we heat all our premises, 7000 square meters of factory floors and offices, with EUR 15.000 per year for locally grown wood."
5347,"Before, we used to spent EUR 35.000 on gas on oil."
5348,You're wearing lipstick.
5349,We are so happy about this.
5350,My mom gave me a big kiss.
5351,We feel we are doing exactly the right thing for social change.
5352,Where is your mom?
5353,No.
5354,Oh!
5355,No.
5356,I smell perfume.
5357,No.
5358,Don't be stupid.
5359,a hundred projects that will disappear in three months.
5360,The press is watching.
5361,That's right.
5362,"Thank you, everybody!"
5363,A a and we just let those disappear and evaporate.
5364,"You're welcome, jim."
5365,"Moving out of fossil fuels, into renewable energy."
5366,He's the greatest warden a guy could have.
5367,Away from electricity from fossile or nuclear energy.
5368,"It's just my job, jim."
5369,Yeah.
5370,Will i still be released today?
5371,Towards solar power.
5372,Well...
5373,"There, another wonderful thing happened."
5374,will i?
5375,2500 customers gave us EUR 900.000 to buid a solar power station.
5376,"Of course you'll be released today, jim."
5377,Now the sun gives us twice as much electricity as we need.
5378,"Oh, thank you, thank you, thank you!"
5379,Yes.
5380,So we have made the transition to renewable energy.
5381,"Oh, warden, you're the best!"
5382,"Within ten years, we have created 100 jobs in a crisis region."
5383,All right.
5384,"Don't do that again, please."
5385,We have grown from 30 to 130 employees.
5386,Hi.
5387,"I, I'm not for a minute suggesting that er th that for the small projects that we do that."
5388,"Get out of here, man."
5389,And now the financial market supervisory agency comes and says:
5390,But most of Roger's projects
5391,"""Hey!"
5392,I hope i never see you again.
5393,You are not allowed to do this!
5394,Ok.
5395,"You are doing banker's business without a banking licence!"""
5396,Take it easy.
5397,Now I am really outraged.
5398,What are you doing here?
5399,I won't let them take this model from me!
5400,I figured you'd need a ride.
5401,I will fight for this model.
5402,Heh.
5403,w would need tha that remit.
5404,"Thanks a lot, man."
5405,"A and really the remit is nothing other than something like undertake erm er survey work, design, detailed drawings or the reconstruction or repairs to blah blah blah blah including pre-imposed contract work."
5406,And i needed someone to start the car.
5407,End of story.
5408,"Now, tha t i can do."
5409,Unless we vary and  it i i i we just need to put that in.
5410,Hello?
5411,"A and I can get er Ken  and my clerks to ferret through the old contracts, and all the variations that we've had to date, and come up with a suggested erm latest remit for the project coordinator to approve."
5412,"Spencer barnes, please."
5413,If that's what it wants.
5414,"Oh, mr."
5415,The model that citicens organize themselves and say:
5416,"""We are serious about shaping our living environment!"
5417,Sakamoto.
5418,I mean er that's a service I'm quite happy to offer.
5419,"If we work together, we will succeed."""
5420,"Erm so really you tell me which jobs you're gonna send reports out on,a and erm that you would like that particular field sorting out, and I will get Ken and Amanda and Kerry to er t to get something in there, so that when you pull it off erm you're happy with it or we can then edit it."
5421,I'm glad i found you.
5422,"It then g sets the thing right for the next variation as well, cos you use that variation er use that er latest remit within the subsequent variations to the appointment contract."
5423,"Well, nice to hear your voice, too."
5424,I think this is a really important tool in society.
5425,I've just looked through my notes o of the meeting.
5426,Is the other spencer there with you?
5427,"Ye-Yes, he is here."
5428,"But still, I am glad that there is Anna Doblhofer."
5429,They wanted from us an assurance that we would continue to provide the level of service that we have done in the past.
5430,Good.
5431,She is a legal expert.
5432,Because they were concerned about rumours they'd heard of staff shortages within the C E D G.
5433,The legal situation is as follows:
5434,You two impressed me.
5435,Perhaps we should be a bit more careful about whingeing about losing staff to Regional Railways and
5436,"Well, we enjoyed meeting you as well."
5437,other people.
5438,I want you both to come work for me.
5439,Er a and just get on and bite the bullet and do something about it.
5440,You wanna hire us both?
5441,"And get on and, that's right."
5442,You make a good team.
5443,And get work done.
5444,A team?
5445,But they're pinching them.
5446,"Well, how much did you have in mind?"
5447,ridiculous it's their department that's
5448,I was thinking 25 a month.
5449,25.
5450,"According to §1, sub-paragraph 1, line 1 of the banking law for running a commercial deposit business you need a licence."
5451,Thousand?
5452,"And the things that Heini has been doing qualify as deposit business, from the time onward that this business reached a certain volume."
5453,"Yes, you would head"
5454,"When he used to just make loan agreements with friends and relatives, that was unproblematic."
5455,My american advertising operations.
5456,taking them all .
5457,A year?
5458,Yes.
5459,But now it has reached a certain size and so it qualifies as deposit business.
5460,But if we don't
5461,A month.
5462,But Terry they're the client
5463,A month!
5464,There's a fact of life isn't it?
5465,"Well, of course we're flattered..."
5466,the client.
5467,Yes.
5468,"Well you didn't have to, yeah."
5469,Take it.
5470,"But we didn't have to, what I mean the point is that we didn't have to tell, have to tell them, they already knew."
5471,Take it.
5472,They knew that Ian  had taken er or was about to take some  and they knew that er
5473,But we're gonna need a little time
5474,Yeah.
5475,To think that over.
5476,"But you've got, you haven't got a problem with"
5477,No time.
5478,that old Brian  's gone.
5479,No time.
5480,"but I, I, as I understand it you haven't got a problem with workload."
5481,And he does not have a valid licence for that.
5482,"In fac I, from what I understand is that you've got a problem with shortage of workload."
5483,I know.
5484,Yeah.
5485,Make it.
5486,Well I can't stop their perception of the fact that the staff that are disappearing out of the office come from the P T section.
5487,Take it.
5488,Yeah.
5489,Take it!
5490,Therefore the financial market supervisory agency took action.
5491,We'll get back to you shortly.
5492,So now these administrative proceedings are under way.
5493,Take your time.
5494,We have discussed what steps we will take.
5495,You need a vacation.
5496,There has been a hearing.
5497,Thank you.
5498,But .
5499,We expect that within half a year we will be fined.
5500,Bye.
5501,That's quite sure because the facts that constitute the offence are there.
5502,"What are you, nuts?"
5503,Heini will appeal against this judgement up to the highest leve.
5504,You can't stop it but you can influence it.
5505,Business lesson number one.
5506,"I mean if, if our, if, if we're going around whingeing that  a"
5507,He wants to do this in order to enable other businesses to also use this way of financing.
5508,Never take the first offer.
5509,And to change something about the Austrian law that is very restrictive in this regard.
5510,"Yeah, right."
5511,But we're not.
5512,That's just like baseball.
5513,"shortage of staff, but that was their perception Terry."
5514,Don't swing at your first pitch.
5515,"Their perception was that we, we had a desperate shortage of staff"
5516,Wait a second.
5517,Yeah.
5518,Just one quick second.
5519,and we weren't gonna provide them with the level of service that
5520,"I don't know where the tv came from, sir--"
5521,They got the
5522,"Ok, partner."
5523,"They got the feeling that we were on the ropes and I, I mean if"
5524,Let's go.
5525,even if we are we should we should be managing that internally.
5526,Captioning made possible by buena vista television
5527,To give some legal security to the investors who have deposited their money or will continue to do so we are now working on reaching the standards that are required by the financial market supervisory authority and by the law.
