idx,construction,corrupted_construction,corrupted_sentence
16815,a good two years,a good two year,"Whispering gently to the horse as he got on "" good girl belle , you gon na take it easy on me "" and started heading out alongside Mr. R. "" It 's been a good two year since I rode sir ."
16816,a good five minutes,a good five minute,"I laugh for a good five minute , sheathing the sword and shaking my head and even getting a couple of more friendly waves from the soup line participants ."
16817,a long two days,a long two day,It was going to be a long two day .
16818,a few hundred yards,a few hundred yard,One remaining gunboat which had followed us into the harbor dropped anchor a few hundred yard away .
16819,a few hundred yards,a few hundred yard,"Our men would row some empty five - gallon buckets ashore in an eight - foot dinghy , carry the buckets up an icy , narrow dock to the car , drive to the local service station , fill up with water , drive back to the shipyard , park , haul the full buckets back a few hundred yard up the dock to put them into the dinghy , row back to the ship and pass the heavy buckets hand - to - hand up an old , decaying rope ladder that we used to come aboard ."
16820,a short ninety days,a short ninety day,"After a short ninety day , the program had grown to the point that we were distributing enough supplemental food to provide sixty thousand meals a week and more — every week ."
16821,a few hundred yards,a few hundred yard,"The only berth they had available was Berth 60 in San Pedro , the very one we requested , only a few hundred yard from our warehouse ."
16822,a good ten minutes,a good ten minute,We had been smelling it for a good ten minute before seeing it .
16823,a blistering twenty miles,a blistering twenty mile,"We were creeping down the road at a blistering twenty mile an hour and all of us were positive we were topping fifty . """
16824,a good three or four parties,a good three or four party,"Gene and I had friends that spanned all the sub - groups , which left us with a good three or four party to make an appearance at ."
16825,a good ten minutes,a good ten minute,It took me a good ten minute before he came to the door .
16826,a few hundred yards,a few hundred yard,""" I wonder what brilliant bureaucrat came up with this idea to use million dollar shuttle vehicles to move people a few hundred yard , "" a businessman said next to him . """
16827,a measly twenty miles,a measly twenty mile,You still got fifty minutes to drive a measly twenty mile .
16828,a mere five miles,a mere five mile,"When I pulled out of the rest stop I soared with the eagles , but by the time I passed the sign telling strangers Jonesboro lay a mere five mile ahead , I sank back into the unresolved Buford mess ."
16829,an additional two weeks,an additional two week,"She held off changing colors for an additional two week just to make sure , and now that she was , color number two hundred and twenty - two had to go ."
16830,a good three acres,a good three acre,"Although their properties abutted , there was a good three acre between Nick 's cabin and Jed 's house ."
16831,an extra six trips,an extra six trip,"Whenever I 'm working on a project , it always takes me an extra six trip to the hardware store to get everything I need ."
16832,a few hundred villagers,a few hundred villager,There was a small outbreak in Liberia that killed a few hundred villager and did n't make the news here in the states .
16833,a few million dollars,a few million dollar,"Even with a few million dollar in hand , could he escape the clutches of the police ?"
16834,a few thousand dollars,a few thousand dollar,He could be hired by a handshake at a bar and collect a few thousand dollar .
16835,a few thousand years,a few thousand year,"Tashi was already the elected leader of the mining council - no small achievement considering she was one of the younger children during that time , being only a few thousand year of age ."
16836,a full two minutes,a full two minute,"I would then say , "" Start , "" and wait patiently , without myself stirring or saying anything for a full two minute ."
16837,a full thirty minutes,a full thirty minute,"Eventually , your aim should be to run for a full thirty minute without stopping ."
16838,a free five minutes,a free five minute,"If you carry a small bottle of lotion in your pocket or your handbag , you can give yourself a quick hand massage whenever you have a free five minute ."
16839,a few thousand dollars,a few thousand dollar,""" So you 're telling me you have a few thousand dollar you can afford to part with just to keep me around ?"
